year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1972,citroen,ds 21-23,84.5,11.300000190734863,5.0,4.0,487.5,180.5,147.0,178.0,,4249.87841796875
1972,fiat,130,121.5,15.199999809265137,5.0,4.0,475.0,180.5,147.0,190.0,,5783.55859375
1972,fiat,850,38.5,7.099999904632568,2.0,2.0,382.5,150.0,122.0,150.0,18.899999618530273,2057.669189453125
1972,ford,20-26M,66.0,9.199999809265137,5.0,2.0,471.0,175.5,148.0,160.0,14.199999809265137,3317.305908203125
1972,fiat,500/600,13.0,5.300000190734863,4.0,2.0,297.0,132.0,132.5,95.0,,949.6934814453125
1972,alfa romeo,giulia,64.0,12.399999618530273,5.0,4.0,416.0,156.0,143.0,160.0,13.399999618530273,3094.406494140625
1972,ford,escort,37.0,8.300000190734863,5.0,2.0,398.0,157.0,140.5,126.0,26.700000762939453,1742.828369140625
1972,BMW,1502,70.5,9.899999618530273,5.0,2.0,423.0,159.0,141.0,160.0,13.300000190734863,2991.53466796875
1972,daf,44-46,25.0,7.5,5.0,2.0,385.0,154.0,138.0,123.0,15.0,1907.1893310546875
1972,honda,N600,28.0,6.0,4.0,2.0,299.5,129.5,134.0,130.0,,1493.8341064453125
1972,opel,ascona,44.0,8.300000190734863,5.0,2.0,412.5,162.5,138.5,137.0,19.0,2312.696044921875
1972,lancia,fulvia,62.5,8.800000190734863,5.0,2.0,415.5,155.5,140.0,160.0,15.5,3374.86181640625
1972,fiat,130,121.5,15.199999809265137,5.0,4.0,475.0,180.5,147.0,190.0,,5935.58447265625
1972,fiat,124,44.0,9.300000190734863,5.0,4.0,404.5,162.5,142.0,140.0,19.600000381469727,2351.9384765625
1972,opel,ascona,50.0,10.0,5.0,2.0,412.5,162.5,138.5,145.0,18.0,2937.427734375
1972,citroen,ami,26.0,6.400000095367432,4.0,4.0,399.0,152.5,148.5,123.0,,1566.9942626953125
1972,BMW,1502,62.5,9.899999618530273,5.0,2.0,423.0,159.0,141.0,160.0,13.300000190734863,3081.38037109375
1972,BMW,2500,110.5,10.899999618530273,5.0,4.0,470.0,175.0,145.0,190.0,10.399999618530273,5041.28955078125
1972,fiat,127,34.5,7.199999809265137,5.0,2.0,359.5,152.5,136.0,140.0,18.5,1904.8089599609375
1972,citroen,ds 21-23,84.5,11.300000190734863,5.0,4.0,487.5,180.5,147.0,178.0,,4826.8369140625
1972,ford,consul,55.0,10.5,5.0,2.0,457.0,179.0,137.0,145.0,18.600000381469727,2804.761474609375
1972,honda,N600,28.0,6.0,4.0,2.0,299.5,129.5,134.0,130.0,,1518.2564697265625
1972,rover,3500,108.0,15.5,5.0,4.0,474.0,178.0,154.0,185.0,12.100000381469727,5493.9609375
1972,talbot,simca,44.0,8.5,4.0,3.0,392.0,159.0,146.0,146.0,,1739.52197265625
1972,lancia,fulvia,70.0,8.800000190734863,5.0,2.0,415.5,155.5,140.0,160.0,15.5,2738.282958984375
1972,citroen,ami,23.5,6.400000095367432,4.0,4.0,399.0,152.5,148.5,123.0,,1882.335693359375
1972,daf,44-46,29.5,7.5,5.0,2.0,385.0,154.0,138.0,123.0,15.0,1695.202880859375
1972,ford,consul,55.0,10.5,5.0,2.0,457.0,179.0,137.0,145.0,18.600000381469727,2845.46435546875
