year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1976,fiat,128,40.5,8.0,5.0,2.0,384.0,159.0,142.0,140.0,16.200000762939453,3218.78515625
1976,mitsubishi,lancer,50.0,9.5,5.0,4.0,396.0,152.5,136.0,150.0,,3124.295166015625
1976,nissan,bluebird,66.0,9.5,5.0,4.0,421.5,160.0,140.5,160.0,,3507.874267578125
1976,renault,15,44.0,6.800000190734863,4.0,3.0,426.0,163.0,131.0,150.0,,4889.306640625
1976,mazda,818,44.0,10.0,5.0,4.0,397.0,159.5399932861328,138.0,155.0,,3420.243896484375
1976,nissan,cherry,33.0,9.0,5.0,2.0,382.5,150.0,134.5,140.0,,2313.639404296875
1976,fiat,127,34.5,7.699999809265137,5.0,2.0,359.5,152.5,137.0,140.0,17.5,2956.978515625
1976,tal/simca,1000,29.0,7.300000190734863,5.0,4.0,381.0,148.5,139.5,133.0,21.700000762939453,2340.019775390625
1976,fiat,131F,48.0,10.0,5.0,2.0,424.0,163.0,140.0,150.0,16.200000762939453,3799.7802734375
1976,mercedes,200,70.5,12.0,5.0,4.0,472.5,178.5,144.0,160.0,15.199999809265137,8296.6005859375
1976,opel,admiral,95.0,12.5,5.0,4.0,490.5,185.0,145.0,175.0,12.5,7965.4296875
1976,fiat,argenta,72.0,10.100000381469727,5.0,4.0,438.5,164.0,142.5,165.0,12.5,4814.728515625
1976,tal/simca,1307,40.0,10.0,5.0,4.0,424.5,168.0,140.0,152.0,16.299999237060547,4166.47900390625
1976,mazda,1000,35.0,8.0,5.0,2.0,385.5,154.0,138.5,140.0,,2791.39404296875
1976,mazda,929,61.0,11.0,5.0,4.0,440.5,166.5,138.0,165.0,,3892.71728515625
1976,citroen,2CV6,18.0,5.800000190734863,4.0,4.0,383.0,148.0,160.0,102.0,33.5,2277.357666015625
1976,BMW,3,66.0,9.899999618530273,5.0,2.0,435.5,161.0,138.0,160.0,13.800000190734863,5143.22509765625
1976,audi,100/200,63.0,8.899999618530273,5.0,4.0,461.0,173.0,142.0,160.0,13.5,4844.2001953125
1976,mitsubishi,celeste,62.5,11.5,5.0,3.0,396.0,152.5,136.0,160.0,,4346.0546875
1976,mercedes,200,80.0,12.0,5.0,4.0,472.5,178.5,144.0,160.0,15.199999809265137,6834.01708984375
1976,audi,80/90,44.0,8.600000381469727,5.0,2.0,419.0,160.0,136.0,145.0,16.5,4006.93115234375
1976,citroen,CX,75.0,8.199999809265137,5.0,4.0,466.0,173.0,136.0,174.0,13.100000381469727,6071.75830078125
1976,alfa romeo,sud,53.5,7.599999904632568,5.0,4.0,393.5,153.0,137.0,150.0,13.600000381469727,3247.71240234375
1976,citroen,dyane,24.0,6.099999904632568,4.0,5.0,387.0,150.0,154.0,120.0,,2725.656494140625
1976,citroen,G special,41.0,9.300000190734863,5.0,5.0,412.0,161.0,135.0,151.0,16.100000381469727,3909.165283203125
1976,alfa romeo,GTV,92.0,9.199999809265137,5.0,4.0,424.0,166.5,133.0,175.0,,5633.828125
1976,mitsubishi,galant,62.5,11.5,5.0,4.0,420.0,160.0,139.5,155.0,,4005.0986328125
1976,volvo,66,33.0,8.333333015441895,5.0,2.0,390.0,154.0,138.0,136.0,,3736.41552734375
1976,fiat,126,17.0,5.400000095367432,4.0,2.0,305.5,137.5,133.5,105.0,47.0,2176.938720703125
1976,mitsubishi,celeste,46.0,11.5,5.0,4.0,396.0,152.5,136.0,160.0,,3907.98876953125
1976,tal/matra,bagheera,62.0,10.5,3.0,2.0,397.5,173.5,117.5,185.0,,5729.51953125
1976,nissan,sunny,38.0,10.0,5.0,2.0,395.0,154.5,139.0,150.0,,2816.0732421875
1976,opel,kadet,40.0,8.5,5.0,2.0,412.5,157.0,137.5,132.0,21.0,2564.0927734375
1976,mazda,626,55.0,10.5,5.0,4.0,426.0,158.0,142.0,160.0,,3618.681640625
1976,mazda,929,61.0,11.0,5.0,4.0,440.5,166.5,138.0,165.0,,4117.0458984375
1976,alfa romeo,2000,96.0,12.100000381469727,5.0,4.0,439.0,156.5,143.0,179.0,,6843.98095703125
1976,peugeot,504,53.5,10.699999809265137,5.0,4.0,448.0,169.0,146.0,154.0,15.800000190734863,4463.873046875
1976,talbot,180,74.0,11.199999809265137,5.0,4.0,452.5,173.0,145.0,171.0,13.300000190734863,4610.86572265625
1976,peugeot,304,48.0,8.699999809265137,5.0,4.0,414.0,157.0,141.0,150.0,15.600000381469727,3477.331298828125
1976,talbot,simca,37.0,8.800000190734863,4.0,3.0,394.0,159.0,145.5,138.0,18.299999237060547,3056.209716796875
1976,innocenti,90,36.0,7.199999809265137,4.0,3.0,305.5,141.0,134.0,144.0,16.399999618530273,3265.408203125
1976,peugeot,604,100.0,12.100000381469727,5.0,4.0,472.0,177.0,143.0,182.0,10.800000190734863,8103.08251953125
1976,renault,4,25.0,6.5,4.0,5.0,367.0,148.5,155.0,110.0,,2347.23681640625
