year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1983,rover,2000,74.5,9.0,5.0,5.0,470.0,177.0,135.0,167.0,13.0,11342.8056640625
1983,peugeot,305,44.0,7.4666666984558105,5.0,4.0,423.5,163.0,140.0,152.0,17.0,5463.9130859375
1983,renault,5,27.0,6.400000095367432,5.0,3.0,353.0,152.5,141.0,126.0,22.299999237060547,3932.99658203125
1983,mercedes,200,80.0,10.166666030883789,5.0,4.0,472.5,178.5,144.0,168.0,14.399999618530273,13957.8984375
1983,opel,senator,100.0,10.399999618530273,5.0,4.0,481.0,173.0,141.5,195.0,11.5,15299.76171875
1983,VW,polo,29.5,7.200000286102295,4.5,3.0,365.5,158.0,135.5,135.0,21.200000762939453,4678.45263671875
1983,alfa romeo,giulletta,80.0,9.266666412353516,5.0,4.0,421.0,165.0,140.0,175.0,,9131.349609375
1983,renault,4,25.0,6.300000190734863,4.0,5.0,367.0,148.5,155.0,120.0,,3824.131591796875
1983,rover,metro,32.5,6.6666669845581055,5.0,3.0,340.5,155.0,136.0,140.0,17.5,4969.65625
1983,renault,20,85.0,9.666666984558105,5.0,5.0,452.0,173.0,143.0,179.0,11.600000381469727,9768.703125
1983,opel,monza,132.5,10.566666603088379,5.0,3.0,469.0,173.5,138.0,215.0,8.5,18910.74609375
1983,alfa romeo,GTV,80.0,9.233333587646484,5.0,3.0,438.5,164.0,143.0,174.0,,9393.28515625
1983,renault,11,34.5,6.633333206176758,5.0,3.0,397.0,165.0,140.0,135.0,21.399999618530273,5546.71875
1983,citroen,BX,45.0,6.933333396911621,5.0,5.0,423.0,166.0,136.0,155.0,15.600000381469727,6709.31591796875
1983,audi,80/90,44.0,6.733333110809326,5.0,4.0,438.5,168.0,136.5,150.0,15.5,7130.45654296875
1983,talbot,tagora,59.0,9.833333969116211,5.0,4.0,463.0,181.0,144.5,171.0,12.100000381469727,12952.44921875
1983,opel,ascona,55.0,8.133333206176758,5.0,4.0,436.5,167.0,139.5,160.0,15.0,6268.859375
1983,VW,jetta,37.0,6.833333492279053,5.0,4.0,419.5,161.0,141.0,142.0,17.200000762939453,5358.75634765625
