year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1982,fiat,131F,51.5,9.366666793823242,5.0,5.0,426.5,164.5,142.5,175.0,10.5,6996.56298828125
1982,rover,acclaim,51.0,7.566667079925537,5.0,4.0,410.0,160.0,134.0,154.0,,5609.56005859375
1982,citroen,2CV6,21.5,6.099999904632568,4.0,5.0,383.0,148.0,160.0,115.0,33.5,3395.9072265625
1982,peugeot,305,44.0,8.233333587646484,5.0,4.0,423.5,163.0,140.0,147.0,16.899999618530273,5376.47412109375
1982,VW,jetta,44.0,8.399999618530273,5.0,4.0,419.5,161.0,141.0,147.0,15.0,7147.54541015625
1982,rover,acclaim,51.5,7.566667079925537,5.0,4.0,409.5,160.0,134.0,154.0,,5083.69580078125
1982,toyota,corolla,48.0,7.866666793823242,5.0,2.0,405.0,161.0,138.5,145.0,,5895.60400390625
1982,talbot,tagora,84.5,10.0,5.0,4.0,463.0,181.0,144.5,171.0,12.100000381469727,10583.5927734375
1982,talbot,1510,50.0,8.5,5.0,5.0,432.0,168.0,139.0,157.0,16.5,5713.89599609375
1982,mazda,929,66.0,11.0,5.0,4.0,466.5,169.0,141.0,170.0,,6202.22998046875
1982,audi,100/200,84.5,10.033332824707031,5.0,4.0,468.5,177.0,139.0,176.0,11.199999809265137,11912.056640625
1982,citroen,visa,25.5,6.800000190734863,4.5,5.0,369.0,151.0,141.0,124.0,26.200000762939453,3574.947021484375
1982,honda,accord,59.0,9.0,5.0,4.0,441.0,165.0,137.5,170.0,11.5,5814.43896484375
1982,opel,record,74.0,9.100000381469727,5.0,4.0,465.0,172.5,142.0,173.0,12.5,7413.1787109375
1982,opel,kadet,39.0,8.300000190734863,5.0,3.0,400.0,163.5,138.0,143.0,18.5,4950.54052734375
1982,volvo,340,51.5,8.733333587646484,5.0,3.0,423.0,166.0,144.0,155.0,15.5,5588.8154296875
1982,talbot,alpine,50.0,8.5,5.0,5.0,432.0,168.0,139.0,157.0,16.5,6840.91064453125
1982,BMW,5,66.0,9.199999809265137,5.0,4.0,462.0,170.0,141.5,164.0,14.0,8481.3037109375
1982,peugeot,104,33.0,6.4666666984558105,5.0,5.0,361.5,154.0,140.0,138.0,17.299999237060547,3732.52099609375
1982,peugeot,305,48.0,8.233333587646484,5.0,4.0,423.5,163.0,140.0,147.0,16.899999618530273,4842.5380859375
1982,fiat,126,17.5,6.699999809265137,4.0,2.0,305.5,137.5,133.5,105.0,50.0,2924.056884765625
1982,VW,derby,29.5,7.200000286102295,4.5,2.0,397.5,158.0,135.5,135.0,21.200000762939453,4575.046875
1982,rover,2000,74.5,9.0,5.0,5.0,470.0,177.0,135.0,167.0,13.0,9330.4375
1982,peugeot,505,70.5,9.166666984558105,5.0,4.0,458.0,172.5,145.0,166.0,13.399999618530273,11017.056640625
1982,daihatsu,charade,37.0,8.0,4.5,3.0,355.0,155.0,140.0,140.0,,3634.327392578125
