year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1990,fiat,panda,25.0,5.599999904632568,5.0,3.0,341.0,149.5,142.0,125.0,23.0,5769.69580078125
1990,citroen,AX,44.0,5.900000095367432,5.0,3.0,349.5,155.0,135.5,167.0,11.399999618530273,7013.3203125
1990,opel,corsa,33.0,6.199999809265137,5.0,3.0,362.0,153.0,136.5,143.0,19.5,6330.11865234375
1990,volvo,940-960,96.0,11.899999618530273,5.0,4.0,487.0,175.0,141.0,180.0,10.199999809265137,22142.1328125
1990,volvo,340,51.0,8.100000381469727,5.0,5.0,432.0,168.0,143.0,160.0,14.5,8641.658203125
1990,fiat,uno,33.0,6.199999809265137,5.0,3.0,369.0,156.0,142.0,140.0,17.899999618530273,7101.6708984375
1990,mitsubishi,lancer,62.0,7.199999809265137,5.0,4.0,423.5,167.0,140.5,165.0,11.899999618530273,10554.552734375
1990,hyundai,sonata,73.0,9.0,5.0,4.0,468.0,175.0,141.0,170.0,,12745.955078125
1990,fiat,tempra,57.0,7.300000190734863,5.0,4.0,435.5,169.5,144.5,172.0,13.399999618530273,11407.5126953125
1990,peugeot,309,55.0,6.400000095367432,5.0,3.0,405.0,163.0,138.0,170.0,13.100000381469727,8692.11328125
1990,fiat,tipo,51.0,7.099999904632568,5.0,5.0,396.0,170.0,144.5,161.0,13.0,8893.935546875
1990,renault,5,35.0,5.5,5.0,3.0,359.0,156.0,139.0,143.0,16.0,6109.65087890625
1990,VW,golf,40.0,7.599999904632568,5.0,3.0,398.5,166.5,141.5,151.0,16.5,9110.6845703125
1990,alfa romeo,75,109.0,8.09999942779541,5.0,4.0,433.0,163.0,140.0,205.0,8.199999809265137,17566.25
1990,audi,100/200,85.0,9.399999618530273,5.699999809265137,5.0,479.5,181.5,142.0,188.0,10.899999618530273,18281.87109375
1990,fiat,panda,25.0,5.599999904632568,5.0,3.0,341.0,149.5,142.0,125.0,23.0,4765.75537109375
1990,peugeot,309,44.0,6.0,5.0,3.0,405.0,163.0,138.0,152.0,15.399999618530273,7951.5947265625
1990,volvo,740-760,96.5,9.699999809265137,5.0,4.0,478.5,175.0,141.0,186.0,10.0,18608.091796875
1990,fiat,uno,33.0,6.199999809265137,5.0,3.0,369.0,156.0,142.0,140.0,17.899999618530273,6508.7646484375
1990,lancia,Y10,34.0,5.5,5.0,3.0,339.0,151.0,144.0,145.0,16.0,7813.81640625
