year,brand,model,horsepower,consumption,places,doors,length,width,height,speed,acceleration,price_eur
1975,alfa romeo,2000,96.0,12.100000381469727,5.0,4.0,439.0,156.5,143.0,179.0,,5494.22119140625
1975,citroen,ami,24.0,5.699999809265137,4.0,4.0,399.0,152.5,148.5,123.0,,2799.625244140625
1975,audi,50,37.0,7.599999904632568,3.0,5.0,350.0,156.0,134.5,142.0,15.399999618530273,2996.999267578125
1975,opel,kadet,34.0,7.599999904632568,5.0,3.0,412.5,158.0,137.0,128.0,22.5,2905.8525390625
1975,opel,commodor,85.0,10.699999809265137,5.0,4.0,460.5,173.0,141.5,175.0,12.0,5570.853515625
1975,peugeot,604,100.0,12.100000381469727,5.0,4.0,472.0,177.0,143.0,182.0,10.800000190734863,7430.02587890625
1975,saab,95-97,48.0,8.5,5.0,2.0,430.0,159.0,147.0,145.0,16.0,4283.4267578125
1975,alfa romeo,giulia,63.0,12.5,5.0,4.0,418.5,156.0,143.0,165.0,,3928.25146484375
1975,peugeot,204,43.0,8.399999618530273,4.0,5.0,398.0,157.0,140.0,141.0,,3313.525146484375
1975,volvo,240,60.0,11.5,5.0,4.0,490.0,171.0,143.5,150.0,,5495.88720703125
1975,BMW,2500,110.0,10.899999618530273,5.0,4.0,470.0,175.0,145.0,190.0,10.399999618530273,8909.998046875
1975,VW,kaefer,25.0,7.5,4.0,2.0,406.0,155.0,150.0,115.0,19.5,2830.40673828125
1975,talbot,simca,37.0,8.800000190734863,4.0,3.0,394.0,159.0,145.5,138.0,18.299999237060547,2914.70263671875
1975,renault,15,44.0,6.800000190734863,4.0,2.0,426.0,163.0,131.0,150.0,,4164.81298828125
1975,volvo,240,66.0,11.5,5.0,4.0,490.0,171.0,143.5,150.0,,5620.67431640625
1975,VW,kaefer,25.0,7.5,4.0,2.0,406.0,155.0,150.0,115.0,19.5,2474.5107421875
1975,peugeot,104,33.0,8.199999809265137,5.0,4.0,358.0,152.0,139.0,135.0,20.5,2897.043701171875
1975,mercedes,200,70.0,12.0,5.0,4.0,472.5,178.5,144.0,160.0,15.199999809265137,7890.06298828125
1975,VW,passat,40.0,8.600000381469727,5.0,2.0,419.0,160.0,136.0,145.0,16.5,3395.1552734375
1975,VW,polo,29.0,7.300000190734863,5.0,3.0,350.0,156.0,134.5,132.0,21.200000762939453,2663.814208984375
1975,renault,30,96.0,8.699999809265137,5.0,4.0,452.0,173.0,143.0,185.0,,6597.0634765625
1975,toyota,carina,58.0,11.0,5.0,4.0,420.0,159.5,138.5,165.0,,3328.518310546875
1975,renault,16,48.0,7.199999809265137,5.0,4.0,423.5,163.0,145.0,150.0,,3914.924072265625
1975,toyota,corolla,40.0,8.100000381469727,5.0,2.0,399.5,157.0,137.5,140.0,,2915.368896484375
